HOLE:	U1507B
EXPEDITION:	371
TOP:	-0.0336
BOTTOM:	862.3982
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
84.5484	6016.043	1503	6363.065
84.7008	6110.991	1504.003	6361.863
84.8532	6100.004	1507.998	6360.661
85.0056	5988.004	1508	6359.466
85.1580	6075.997	1507	6358.288
85.3104	6066.985	1506.997	6357.085
85.4628	6046.178	1502.997	6355.898
85.6152	6211.973	1500	6354.698
85.7676	6225.014	1500	6353.496
85.9200	6289.928	1500.003	6352.301
86.0724	6165.004	1505	6351.107
86.2248	6168.999	1505	6349.904
86.3772	6051.994	1504	6348.7
86.5296	5973	1504.999	6347.514
86.6820	5974.128	1502.999	6346.311
86.8344	6129.936	1502	6345.126
86.9868	6063.003	1502	6343.94
87.1392	6206.017	1496	6342.737
87.2916	6257.982	1496.999	6341.535
87.4440	6232.996	1496.009	6340.331
87.5964	6229	1503.999	6339.12
87.7488	6121.964	1507.999	6337.918
87.9012	5946.027	1505.001	6336.74
88.0536	5993.978	1506	6335.537
88.2060	5970.007	1506	6334.334
88.3584	5923.008	1509	6333.13
88.5108	6021.009	1508	6331.928
88.6632	6042.109	1506.998	6330.759
88.8156	6176.129	1503.999	6329.573
88.9680	6284.995	1503	6328.372
89.1204	6305.979	1501.998	6327.167
89.2728	6242.999	1496.999	6325.981
89.4252	6240.884	1496.001	6324.794
89.5776	6132.019	1497	6323.594
89.7300	6098.999	1498	6322.374
89.8824	6095.087	1500.001	6321.171
90.0348	6248.903	1502.004	6319.967
90.1872	6145.031	1505.999	6318.765
90.3396	6094.997	1504	6317.564
90.4920	6055.943	1511.003	6316.375
90.6444	5926.972	1516.992	6315.173
90.7968	5893.139	1506.991	6313.986
90.9492	6010.994	1499	6312.804
91.1016	6117.032	1496.001	6311.6
91.2540	6215.948	1498.003	6310.405
91.4064	6140.054	1502.996	6309.21
91.5588	6190.991	1499.001	6308.008
91.7112	6140.009	1510.001	6306.806
91.8636	6188.978	1512.994	6305.604
92.0160	6150.018	1502.999	6304.417
92.1684	6168.994	1502	6303.225
92.3208	6050.003	1501	6302.03
92.4732	6094.972	1501	6300.826
92.6256	6030.074	1500.999	6299.623
92.7780	6121.987	1500.004	6298.437
92.9304	6111	1503	6297.236
93.0828	6149.995	1505	6296.04
93.2352	6135.039	1505.001	6294.843
93.3876	6191.952	1505.996	6293.641
93.5400	6146.008	1502.001	6292.438
93.6924	6136.994	1503	6291.252
93.8448	6104.946	1503.001	6290.047
93.9972	6007.964	1504.002	6288.863
94.1496	5969.012	1505.999	6287.661
94.3020	5957.003	1507	6286.46
94.4544	6003.012	1507.001	6285.271
94.6068	6031.118	1509.994	6284.067
94.7592	6178.036	1501.998	6282.865
94.9116	6208.998	1500	6281.696
95.0640	6257.989	1501.001	6280.494
95.2164	6221.937	1504.001	6279.291
95.3688	6128.798	1505.001	6278.088
95.5212	5936.036	1506	6276.888
95.6736	5903.026	1507	6275.684
95.8260	6047.05	1504.999	6274.514
95.9784	6138.086	1504	6273.311
96.1308	6230.971	1504	6272.108
96.2832	6419.989	1501	6270.924
96.4356	6233.001	1500.001	6269.72
96.5880	6234.943	1502	6268.523
96.7404	6163.919	1502.002	6267.329
96.8928	6095.004	1504	6266.128
97.0452	6061.014	1507	6264.923
97.1976	6106.97	1507.001	6263.721
97.3500	6063.046	1507.998	6262.519
97.5024	6106.992	1506	6261.35
97.6548	6234.027	1499	6260.148
97.8072	6384.931	1499	6258.945
97.9596	6259.029	1499.001	6257.759
98.1120	6290.99	1500	6256.541
98.2644	6270.991	1501	6255.338
98.4168	6106.958	1502.001	6254.144
98.5692	6008.037	1503.998	6252.965
98.7216	6054.053	1502.005	6251.763
98.8740	6099.997	1506	6250.56
99.0264	6172	1512.999	6249.357
99.1788	6172.955	1510.995	6248.155
99.3312	6105.04	1503.999	6246.951
99.4836	6142.993	1503	6245.766
99.6360	6172.978	1502	6244.58
99.7884	6044.107	1502	6243.377
99.9408	6241.027	1501.002	6242.173
100.0932	6270.99	1502.999	6240.973
100.2456	6245.997	1504	6239.77
100.3980	6191.989	1499	6238.6
100.5504	6165.988	1498	6237.395
100.7028	6151.117	1498	6236.19
100.8552	6251.993	1498	6234.99
101.0076	6299.988	1499	6233.788
101.1600	6259.907	1500.003	6232.583
101.3124	6120.012	1503.998	6231.38
101.4648	6131.998	1502	6230.18
101.6172	6055.993	1509	6228.976
101.7696	6013.103	1510.996	6227.788
101.9220	6202.843	1504	6226.603
102.0744	6030.056	1504	6225.418
102.2268	5901.005	1504	6224.216
102.3792	6014.027	1502.001	6223.012
102.5316	6079.007	1503.998	6221.807
102.6840	6088.274	1500.997	6220.621
102.8364	6325.981	1498	6219.428
102.9888	6191.963	1503.001	6218.233
103.1412	6065.917	1505.001	6217.013
103.2936	5940.997	1506	6215.827
103.4460	5938	1506	6214.625
103.5984	5905.018	1513.998	6213.422
103.7508	6011.083	1502.998	6212.253
103.9032	6165.03	1500.002	6211.049
104.0556	6197.989	1501.999	6209.849
104.2080	6210.007	1504	6208.644
104.3604	6379.922	1504	6207.439
104.5128	6190.916	1503.999	6206.255
104.6652	6083.083	1503	6205.068
104.8176	6154.994	1503	6203.866
104.9700	6131.953	1505	6202.664
105.1224	5968.003	1506.001	6201.459
105.2748	5972.927	1508.001	6200.255
105.4272	5902.015	1509	6199.072
105.5796	6017.024	1507	6197.884
105.7320	6164.083	1508.997	6196.682
105.8844	6319.084	1502.995	6195.495
106.0368	6412.969	1498.002	6194.292
106.1892	6249.996	1499	6193.122
106.3416	6137.977	1500	6191.903
